ImgNum,KptDetector,TotalNumOfKpts,DetectionTime,DescriptorType,ExtractionTime,Matcher,Selector,NumOfMatches,MatchingTime,ttcLidar,kptMatches,ttcCamera
13,AKAZE,1538,58.9915,AKAZE,62.8904,BF,KNN,937,66.073,9.22441,107,10.837
14,AKAZE,1555,60.2797,AKAZE,59.7381,BF,KNN,978,67.1762,11.1422,115,10.5676
15,AKAZE,1544,60.5637,AKAZE,60.752,BF,KNN,974,67.6641,8.00343,107,10.0101
16,AKAZE,1563,57.7608,AKAZE,60.7662,BF,KNN,995,68.7127,8.70371,112,9.7601
17,AKAZE,1561,61.1411,AKAZE,63.2289,BF,KNN,1011,68.5692,10.45,102,9.21884
18,AKAZE,1569,60.786,AKAZE,59.6605,BF,KNN,1022,69.7728,8.311,106,9.00451
0,AKAZE,1513,60.6027,SIFT,69.9448
1,AKAZE,1541,57.6631,SIFT,70.5632,BF,KNN,1136,41.6263,12.7629,101,12.3917
2,AKAZE,1529,57.6362,SIFT,69.8116,BF,KNN,1150,43.3653,12.4603,113,14.646
3,AKAZE,1561,61.1949,SIFT,71.359,BF,KNN,1166,43.2492,16.6022,118,13.1886
4,AKAZE,1545,60.6181,SIFT,71.9107,BF,KNN,1147,42.7251,12.4855,106,14.1141
5,AKAZE,1526,59.2794,SIFT,69.6312,BF,KNN,1146,42.4295,12.1873,103,16.5952
6,AKAZE,1566,59.4959,SIFT,72.508,BF,KNN,1138,43.9249,7.73469,102,13.9616
7,AKAZE,1529,62.5103,SIFT,70.6952,BF,KNN,1159,42.1995,34.3548,119,15.4704
8,AKAZE,1547,57.9755,SIFT,71.4477,BF,KNN,1169,42.9616,17.4767,121,13.901
9,AKAZE,1572,60.6858,SIFT,71.7818,BF,KNN,1161,43.4714,15.8894,119,13.8731
10,AKAZE,1567,61.7593,SIFT,71.9948,BF,KNN,1209,43.9821,13.7297,129,11.7553
11,AKAZE,1538,59.2272,SIFT,70.9683,BF,KNN,1149,42.755,10.4914,117,12.2206
12,AKAZE,1513,59.8423,SIFT,69.2175,BF,KNN,1134,42.1781,10.2436,123,11.3559
13,AKAZE,1538,57.9557,SIFT,70.2525,BF,KNN,1145,41.3565,9.22441,122,10.8611
14,AKAZE,1555,61.1238,SIFT,70.2009,BF,KNN,1181,42.6506,11.1422,122,10.533
15,AKAZE,1544,61.0109,SIFT,69.0478,BF,KNN,1183,43.4508,8.00343,117,9.94151
16,AKAZE,1563,60.0265,SIFT,69.5059,BF,KNN,1221,43.1506,8.70371,124,9.89604
17,AKAZE,1561,58.6475,SIFT,70.1413,BF,KNN,1210,43.5521,10.45,116,9.02048
18,AKAZE,1569,59.6238,SIFT,68.5953,BF,KNN,1215,44.8416,8.311,117,9.08333
0,SIFT,1890,97.5516,BRISK,18.8817
1,SIFT,1915,96.4934,BRISK,19.1001,BF,KNN,633,95.8047,12.7629,55,11.7937
2,SIFT,1824,123.049,BRISK,17.9424,BF,KNN,620,92.5246,12.4603,58,13.696
3,SIFT,1837,127.117,BRISK,18.6606,BF,KNN,634,89.5001,16.6022,77,13.674
4,SIFT,1828,127.882,BRISK,18.3071,BF,KNN,593,89.274,12.4855,66,20.5542
5,SIFT,1875,124.145,BRISK,18.3545,BF,KNN,633,88.4513,12.1873,54,15.734
6,SIFT,1931,127.064,BRISK,18.9816,BF,KNN,600,92.9808,7.73469,66,10.7762
7,SIFT,1963,127.312,BRISK,19.3971,BF,KNN,632,94.9787,34.3548,74,15.7134
8,SIFT,1954,126.978,BRISK,19.8118,BF,KNN,618,100.121,17.4767,75,15.1504
9,SIFT,1983,125.018,BRISK,20.0017,BF,KNN,599,101.169,15.8894,73,13.647
10,SIFT,2043,126.388,BRISK,19.288,BF,KNN,625,102.729,13.7297,62,11.3858
11,SIFT,2065,126.312,BRISK,20.1557,BF,KNN,620,106.258,10.4914,56,12.9654
12,SIFT,2007,127.368,BRISK,21.1021,BF,KNN,629,107.154,10.2436,58,10.3343
13,SIFT,2030,125.442,BRISK,19.388,BF,KNN,638,105.774,9.22441,61,10.0189
14,SIFT,2048,129.13,BRISK,20.2435,BF,KNN,688,110.295,11.1422,68,9.15168
15,SIFT,2044,126.646,BRISK,20.369,BF,KNN,699,111.312,8.00343,58,9.42509
16,SIFT,2086,126.839,BRISK,20.6321,BF,KNN,708,113.074,8.70371,67,9.0902
17,SIFT,2093,127.943,BRISK,20.8581,BF,KNN,753,114.63,10.45,54,9.49963
18,SIFT,2159,124.859,BRISK,21.3342,BF,KNN,715,118.823,8.311,52,9.36821
0,SIFT,1890,97.5057,BRIEF,6.3944
1,SIFT,1915,97.9311,BRIEF,6.41952,BF,KNN,670,43.9061,12.7629,56,12.0019
2,SIFT,1824,129.047,BRIEF,6.23445,BF,KNN,658,42.9795,12.4603,59,14.6348
3,SIFT,1837,123.643,BRIEF,6.3622,BF,KNN,670,41.1917,16.6022,67,15.3619
4,SIFT,1828,125.211,BRIEF,6.83412,BF,KNN,661,41.7395,12.4855,68,20.4589
5,SIFT,1875,125.12,BRIEF,6.55791,BF,KNN,617,42.6798,12.1873,61,15.0725
6,SIFT,1931,127.711,BRIEF,6.80905,BF,KNN,630,44.2592,7.73469,73,12.1949
7,SIFT,1963,127.945,BRIEF,6.46375,BF,KNN,673,45.2197,34.3548,78,14.9089
8,SIFT,1954,126.084,BRIEF,6.3965,BF,KNN,639,46.3641,17.4767,77,15.8058
9,SIFT,1983,123.523,BRIEF,6.6045,BF,KNN,648,46.1562,15.8894,82,12.1096
10,SIFT,2043,129.416,BRIEF,6.84133,BF,KNN,654,46.9791,13.7297,57,11.2531
11,SIFT,2065,123.589,BRIEF,6.7077,BF,KNN,679,49.3323,10.4914,59,11.3368
12,SIFT,2007,98.8,BRIEF,6.75306,BF,KNN,672,50.2706,10.2436,65,11.433
13,SIFT,2030,99.3267,BRIEF,6.50656,BF,KNN,655,48.6843,9.22441,66,9.27531
14,SIFT,2048,131.176,BRIEF,6.77306,BF,KNN,736,49.5197,11.1422,66,10.2517
15,SIFT,2044,128.689,BRIEF,6.79084,BF,KNN,724,51.5362,8.00343,61,9.28974
16,SIFT,2086,130.43,BRIEF,7.33645,BF,KNN,709,51.1157,8.70371,67,8.65329
17,SIFT,2093,126.08,BRIEF,7.01619,BF,KNN,724,51.7377,10.45,51,8.96247
18,SIFT,2159,129.018,BRIEF,6.96643,BF,KNN,735,54.5268,8.311,50,9.42847
0,SIFT,1890,125.051,FREAK,53.406
1,SIFT,1915,125.355,FREAK,52.953,BF,KNN,430,83.9273,12.7629,46,11.1369
2,SIFT,1824,127.04,FREAK,53.6216,BF,KNN,428,81.1927,12.4603,45,12.9029
3,SIFT,1837,122.641,FREAK,53.1435,BF,KNN,437,78.2319,16.6022,54,14.2109
4,SIFT,1828,127.039,FREAK,53.1195,BF,KNN,446,80.1445,12.4855,53,18.4778
5,SIFT,1875,122.994,FREAK,53.3678,BF,KNN,454,80.1268,12.1873,42,15.734
6,SIFT,1931,127.317,FREAK,52.5315,BF,KNN,439,83.0921,7.73469,50,11.7208
7,SIFT,1963,128.259,FREAK,54.4025,BF,KNN,440,86.676,34.3548,53,15.4365
8,SIFT,1954,125.01,FREAK,53.6842,BF,KNN,468,87.2981,17.4767,54,15.5756
9,SIFT,1983,125.241,FREAK,54.5189,BF,KNN,467,87.9503,15.8894,52,13.2745
10,SIFT,2043,124.221,FREAK,53.483,BF,KNN,448,89.6573,13.7297,53,11.3657
11,SIFT,2065,127.062,FREAK,54.8776,BF,KNN,447,102.159,10.4914,35,14.3756
12,SIFT,2007,125.908,FREAK,54.1277,BF,KNN,471,93.5272,10.2436,43,10.6798
13,SIFT,2030,122.575,FREAK,54.9231,BF,KNN,456,93.4175,9.22441,38,9.2886
14,SIFT,2048,125.316,FREAK,53.1077,BF,KNN,464,97.4242,11.1422,38,10.8718
15,SIFT,2044,128.688,FREAK,55.3725,BF,KNN,483,99.1387,8.00343,46,9.43476
16,SIFT,2086,127.889,FREAK,54.8252,BF,KNN,493,99.1887,8.70371,51,8.53375
17,SIFT,2093,128.574,FREAK,55.6906,BF,KNN,530,100.914,10.45,41,9.36457
18,SIFT,2159,127.733,FREAK,55.1257,BF,KNN,516,104.686,8.311,42,9.54427
0,SIFT,1890,99.0312,SIFT,114.263
1,SIFT,1915,97.3546,SIFT,114.896,BF,KNN,1030,64.0338,12.7629,84,11.3857
2,SIFT,1824,97.8662,SIFT,114.271,BF,KNN,987,62.2785,12.4603,81,12.5728
3,SIFT,1837,98.5949,SIFT,113.996,BF,KNN,972,60.5155,16.6022,94,12.942
4,SIFT,1828,96.2431,SIFT,114.29,BF,KNN,964,59.7718,12.4855,86,18.8185
5,SIFT,1875,98.4805,SIFT,120.905,BF,KNN,988,60.7382,12.1873,82,12.4788
6,SIFT,1931,100.114,SIFT,117.316,BF,KNN,967,65.2687,7.73469,89,11.1258
7,SIFT,1963,99.8662,SIFT,119.356,BF,KNN,1011,67.6045,34.3548,101,13.5735
8,SIFT,1954,98.101,SIFT,117.652,BF,KNN,1036,68.9843,17.4767,99,14.6941
9,SIFT,1983,97.8519,SIFT,116.524,BF,KNN,1008,70.5572,15.8894,106,12.9664
10,SIFT,2043,98.9686,SIFT,120.732,BF,KNN,1003,72.1114,13.7297,86,10.838
11,SIFT,2065,99.3184,SIFT,122.231,BF,KNN,1084,73.6883,10.4914,87,11.2887
12,SIFT,2007,101.771,SIFT,122.647,BF,KNN,1060,74.8709,10.2436,92,11.0196
13,SIFT,2030,99.852,SIFT,122.759,BF,KNN,1107,76.0764,9.22441,94,9.3273
14,SIFT,2048,99.9572,SIFT,122.199,BF,KNN,1125,74.4091,11.1422,90,10.5761
15,SIFT,2044,100.055,SIFT,119.637,BF,KNN,1107,76.6199,8.00343,94,9.77498
16,SIFT,2086,100.842,SIFT,120.275,BF,KNN,1173,75.6767,8.70371,92,9.05262
17,SIFT,2093,102.039,SIFT,125.432,BF,KNN,1183,77.9445,10.45,79,8.69158
18,SIFT,2159,104.318,SIFT,122.321,BF,KNN,1158,80.013,8.311,81,8.92371
