ImgNum,KptDetector,TotalNumOfKpts,DetectionTime,DescriptorType,ExtractionTime,Matcher,Selector,NumOfMatches,MatchingTime,ttcLidar,kptMatches,ttcCamera
18,SHITOMASI,2057,12.3265,BRISK,20.6836,BF,KNN,725,101.671,8.311,55,10.6426
0,SHITOMASI,1723,11.951,BRIEF,6.47066
1,SHITOMASI,1759,11.9449,BRIEF,6.83831,BF,KNN,803,36.1189,12.7629,57,14.2952
2,SHITOMASI,1820,12.4087,BRIEF,6.816,BF,KNN,800,38.7535,12.4603,65,12.9876
3,SHITOMASI,1850,12.1999,BRIEF,7.09863,BF,KNN,911,40.9621,16.6022,69,11.3781
4,SHITOMASI,1828,12.264,BRIEF,7.05871,BF,KNN,869,40.7796,12.4855,66,11.5009
5,SHITOMASI,1806,12.0101,BRIEF,6.82422,BF,KNN,853,39.0113,12.1873,67,12.3552
6,SHITOMASI,1877,12.1824,BRIEF,6.57794,BF,KNN,851,38.5591,7.73469,71,13.5822
7,SHITOMASI,1894,12.071,BRIEF,7.3235,BF,KNN,836,41.3697,34.3548,78,13.4924
8,SHITOMASI,1889,11.8988,BRIEF,6.86377,BF,KNN,879,39.8705,17.4767,80,12.5881
9,SHITOMASI,1917,11.9535,BRIEF,6.87249,BF,KNN,849,42.3129,15.8894,66,11.7069
10,SHITOMASI,1874,12.4628,BRIEF,7.1227,BF,KNN,857,39.8284,13.7297,74,13.4042
11,SHITOMASI,1912,12.1754,BRIEF,7.03482,BF,KNN,873,39.7334,10.4914,63,11.4293
12,SHITOMASI,1930,12.453,BRIEF,6.97898,BF,KNN,894,41.4209,10.2436,77,11.5174
13,SHITOMASI,1881,11.9599,BRIEF,7.49146,BF,KNN,910,41.9101,9.22441,73,12.4032
14,SHITOMASI,1886,12.1803,BRIEF,6.97748,BF,KNN,923,42.5957,11.1422,77,12.1816
15,SHITOMASI,1957,12.2193,BRIEF,7.49557,BF,KNN,938,42.5575,8.00343,77,11.9757
16,SHITOMASI,1888,12.3398,BRIEF,7.07199,BF,KNN,910,43.1783,8.70371,68,12.1502
17,SHITOMASI,1919,12.5674,BRIEF,7.45525,BF,KNN,931,44.4864,10.45,63,10.7327
18,SHITOMASI,2057,14.0904,BRIEF,7.80067,BF,KNN,962,45.7297,8.311,74,8.38114
0,SHITOMASI,1723,12.2243,ORB,3.68652
1,SHITOMASI,1759,12.6749,ORB,4.34724,BF,KNN,684,36.9659,12.7629,58,13.7875
2,SHITOMASI,1820,12.1529,ORB,3.69229,BF,KNN,718,37.4869,12.4603,54,12.3445
3,SHITOMASI,1850,12.5449,ORB,3.75909,BF,KNN,741,39.9918,16.6022,57,11.8924
4,SHITOMASI,1828,12.0897,ORB,3.98831,BF,KNN,720,39.8358,12.4855,60,12.6334
5,SHITOMASI,1806,12.2567,ORB,3.92073,BF,KNN,717,39.1195,12.1873,52,13.0276
6,SHITOMASI,1877,12.002,ORB,3.93097,BF,KNN,715,37.6991,7.73469,59,13.4761
7,SHITOMASI,1894,11.8328,ORB,3.90322,BF,KNN,716,39.0651,34.3548,61,12.5645
8,SHITOMASI,1889,12.3981,ORB,3.98253,BF,KNN,751,40.1226,17.4767,62,13.4223
9,SHITOMASI,1917,12.0815,ORB,3.75891,BF,KNN,715,39.813,15.8894,61,10.6746
10,SHITOMASI,1874,12.5138,ORB,3.69593,BF,KNN,692,39.9182,13.7297,63,13.3212
11,SHITOMASI,1912,12.1181,ORB,4.10053,BF,KNN,750,37.974,10.4914,55,11.0121
12,SHITOMASI,1930,11.9295,ORB,3.785,BF,KNN,771,40.0653,10.2436,68,12.1102
13,SHITOMASI,1881,12.029,ORB,3.93616,BF,KNN,742,40.2203,9.22441,69,12.611
14,SHITOMASI,1886,12.0251,ORB,3.94451,BF,KNN,777,40.0182,11.1422,61,11.545
15,SHITOMASI,1957,12.1707,ORB,3.91608,BF,KNN,764,40.63,8.00343,61,9.06495
16,SHITOMASI,1888,12.0235,ORB,3.95204,BF,KNN,762,41.7099,8.70371,61,12.3246
17,SHITOMASI,1919,12.201,ORB,4.01808,BF,KNN,765,41.0112,10.45,56,9.60009
18,SHITOMASI,2057,12.656,ORB,4.07314,BF,KNN,832,44.1273,8.311,66,8.56767
0,SHITOMASI,1723,12.8168,FREAK,56.0723
1,SHITOMASI,1759,12.5612,FREAK,52.5012,BF,KNN,476,75.2485,12.7629,40,13.0861
2,SHITOMASI,1820,12.0754,FREAK,52.8656,BF,KNN,531,75.4902,12.4603,39,12.391
3,SHITOMASI,1850,13.1658,FREAK,53.8456,BF,KNN,541,80.9513,16.6022,32,13.4354
4,SHITOMASI,1828,14.6142,FREAK,56.6415,BF,KNN,510,81.4743,12.4855,43,11.6234
5,SHITOMASI,1806,13.0579,FREAK,53.9642,BF,KNN,526,76.656,12.1873,44,12.5462
6,SHITOMASI,1877,12.0639,FREAK,51.7415,BF,KNN,493,78.4586,7.73469,39,13.5639
7,SHITOMASI,1894,12.1888,FREAK,53.1344,BF,KNN,485,79.1763,34.3548,47,12.5185
8,SHITOMASI,1889,12.2106,FREAK,53.6823,BF,KNN,535,80.206,17.4767,52,10.8914
9,SHITOMASI,1917,12.0175,FREAK,54.6281,BF,KNN,514,80.8269,15.8894,44,11.9559
10,SHITOMASI,1874,11.9482,FREAK,53.1955,BF,KNN,521,81.413,13.7297,47,12.902
11,SHITOMASI,1912,12.1114,FREAK,53.2273,BF,KNN,507,80.2786,10.4914,42,11.1899
12,SHITOMASI,1930,12.2047,FREAK,53.2407,BF,KNN,507,82.8828,10.2436,40,12.9405
13,SHITOMASI,1881,12.1423,FREAK,55.5042,BF,KNN,485,82.5768,9.22441,44,12.5287
14,SHITOMASI,1886,12.8325,FREAK,55.1231,BF,KNN,529,81.8538,11.1422,50,11.9191
15,SHITOMASI,1957,12.0794,FREAK,55.2989,BF,KNN,536,85.2251,8.00343,45,11.1548
16,SHITOMASI,1888,12.2609,FREAK,53.1274,BF,KNN,542,84.5525,8.70371,38,8.38985
17,SHITOMASI,1919,12.2153,FREAK,53.4686,BF,KNN,555,84.5753,10.45,41,11.8304
18,SHITOMASI,2057,12.0798,FREAK,52.8501,BF,KNN,547,87.5831,8.311,40,7.06356
0,SHITOMASI,1723,11.9749,SIFT,38.9963
1,SHITOMASI,1759,12.0693,SIFT,36.5619,BF,KNN,1260,53.8622,12.7629,76,14.7283
2,SHITOMASI,1820,12.8241,SIFT,38.7661,BF,KNN,1257,56.3828,12.4603,86,12.9004
3,SHITOMASI,1850,12.4566,SIFT,38.8883,BF,KNN,1321,60.2478,16.6022,88,11.6087
4,SHITOMASI,1828,12.3923,SIFT,38.5216,BF,KNN,1344,61.0373,12.4855,85,12.9162
5,SHITOMASI,1806,12.0339,SIFT,37.711,BF,KNN,1324,59.4687,12.1873,86,12.3305
6,SHITOMASI,1877,12.3719,SIFT,39.2658,BF,KNN,1287,60.4549,7.73469,85,13.2533
7,SHITOMASI,1894,12.2178,SIFT,38.5886,BF,KNN,1310,63.3396,34.3548,93,13.3235
8,SHITOMASI,1889,12.3869,SIFT,39.5612,BF,KNN,1337,63.2285,17.4767,95,12.7102
9,SHITOMASI,1917,12.4513,SIFT,39.8844,BF,KNN,1334,64.7209,15.8894,87,11.9899
10,SHITOMASI,1874,12.0787,SIFT,39.2186,BF,KNN,1324,63.5613,13.7297,88,13.3599
11,SHITOMASI,1912,12.1837,SIFT,39.8976,BF,KNN,1299,64.7974,10.4914,81,12.0821
12,SHITOMASI,1930,12.1148,SIFT,40.1761,BF,KNN,1356,66.3325,10.2436,94,11.6524
13,SHITOMASI,1881,11.9021,SIFT,39.3587,BF,KNN,1372,64.2537,9.22441,95,11.9263
14,SHITOMASI,1886,12.2936,SIFT,39.1415,BF,KNN,1359,63.5444,11.1422,90,11.3592
15,SHITOMASI,1957,12.1473,SIFT,40.2592,BF,KNN,1400,67.1549,8.00343,89,12.1048
16,SHITOMASI,1888,12.3186,SIFT,40.5158,BF,KNN,1425,65.6943,8.70371,88,11.5578
17,SHITOMASI,1919,11.9754,SIFT,39.4967,BF,KNN,1442,64.5455,10.45,92,10.7884
18,SHITOMASI,2057,12.3177,SIFT,41.3004,BF,KNN,1487,71.8321,8.311,96,9.52513
0,HARRIS,115,3.18382,BRISK,2.36529
1,HARRIS,209,5.46369,BRISK,3.3179,BF,KNN,64,0.994652,12.7629,6,10.9082
2,HARRIS,114,3.23111,BRISK,2.33468,BF,KNN,72,0.823934,12.4603,5,10.586
3,HARRIS,178,4.25262,BRISK,2.89752,BF,KNN,64,0.725039,16.6022,4,26.2905
4,HARRIS,250,7.01765,BRISK,3.74342,BF,KNN,86,1.45307,12.4855,7,11.7693
5,HARRIS,241,6.14197,BRISK,3.42622,BF,KNN,113,1.79464,12.1873,11,-inf
6,HARRIS,259,6.81349,BRISK,3.67168,BF,KNN,97,1.92803,7.73469,8,12.9945
7,HARRIS,272,7.63379,BRISK,3.82897,BF,KNN,112,2.13312,34.3548,13,12.2792
8,HARRIS,193,4.49638,BRISK,3.38619,BF,KNN,94,1.85103,17.4767,11,12.9162
9,HARRIS,129,3.45727,BRISK,2.36205,BF,KNN,75,0.863256,15.8894,7,nan
10,HARRIS,248,6.69531,BRISK,3.61423,BF,KNN,59,1.03444,13.7297,4,-inf
11,HARRIS,147,3.79623,BRISK,2.46972,BF,KNN,76,1.21404,10.4914,7,11.2142
12,HARRIS,168,4.0928,BRISK,2.66717,BF,KNN,65,0.830015,10.2436,8,11.6948
13,HARRIS,181,4.5942,BRISK,2.9081,BF,KNN,81,0.953286,9.22441,9,25.6953
14,HARRIS,144,3.78653,BRISK,2.58608,BF,KNN,76,0.882409,11.1422,6,5.6061
15,HARRIS,243,6.77508,BRISK,3.63799,BF,KNN,69,1.11827,8.00343,9,-13.6263
16,HARRIS,213,5.85684,BRISK,3.10446,BF,KNN,101,1.60102,8.70371,13,6.33866
17,HARRIS,126,3.9196,BRISK,2.24417,BF,KNN,78,0.916458,10.45,6,12.5848
18,HARRIS,158,3.89061,BRISK,2.60976,BF,KNN,62,0.677701,8.311,5,-inf
0,HARRIS,115,3.20876,BRIEF,0.977541
1,HARRIS,209,5.43034,BRIEF,1.37616,BF,KNN,84,0.485767,12.7629,9,10.9082
2,HARRIS,114,3.14936,BRIEF,1.03275,BF,KNN,95,0.493491,12.4603,6,10.586
3,HARRIS,178,4.21659,BRIEF,1.31131,BF,KNN,84,0.426715,16.6022,7,-10.8522
4,HARRIS,250,6.61511,BRIEF,1.49047,BF,KNN,112,0.759775,12.4855,8,12.1284
5,HARRIS,241,6.73098,BRIEF,1.38744,BF,KNN,138,0.984692,12.1873,16,19.4967
6,HARRIS,259,6.65537,BRIEF,1.54806,BF,KNN,137,1.04265,7.73469,12,15.2483
7,HARRIS,272,7.75536,BRIEF,1.55084,BF,KNN,150,1.10506,34.3548,16,12.2792
8,HARRIS,193,4.66765,BRIEF,1.21463,BF,KNN,140,0.85829,17.4767,16,17.6204
9,HARRIS,129,3.54539,BRIEF,0.905687,BF,KNN,102,0.498596,15.8894,9,3.30058
10,HARRIS,248,6.82722,BRIEF,1.39753,BF,KNN,83,0.624828,13.7297,8,20.5862
11,HARRIS,147,3.7578,BRIEF,1.14084,BF,KNN,115,0.666471,10.4914,11,11.7414
12,HARRIS,168,4.32713,BRIEF,1.18188,BF,KNN,105,0.507907,10.2436,11,nan
13,HARRIS,181,4.42982,BRIEF,1.25026,BF,KNN,104,0.597111,9.22441,13,568.322
14,HARRIS,144,3.74369,BRIEF,1.12722,BF,KNN,102,0.539372,11.1422,9,5.6061
15,HARRIS,243,7.09283,BRIEF,1.63589,BF,KNN,93,0.644583,8.00343,11,-13.6263
16,HARRIS,213,5.59075,BRIEF,1.33386,BF,KNN,138,0.843439,8.70371,17,6.45749
17,HARRIS,126,3.3318,BRIEF,1.04321,BF,KNN,107,0.525083,10.45,6,12.5848
18,HARRIS,158,3.84617,BRIEF,1.13592,BF,KNN,90,0.48874,8.311,4,-inf
0,HARRIS,115,3.19398,ORB,1.28859
1,HARRIS,209,5.47327,ORB,1.43012,BF,KNN,73,0.440541,12.7629,7,10.9082
2,HARRIS,114,3.18425,ORB,1.33256,BF,KNN,75,0.485955,12.4603,7,11.0081
3,HARRIS,178,4.29664,ORB,1.39639,BF,KNN,71,0.422306,16.6022,7,-11.4731
4,HARRIS,250,6.7156,ORB,1.57165,BF,KNN,91,0.756458,12.4855,9,11.7693
5,HARRIS,241,6.1121,ORB,1.51538,BF,KNN,131,0.955454,12.1873,16,19.4967
6,HARRIS,259,6.56227,ORB,1.51506,BF,KNN,121,0.963115,7.73469,8,12.9945
7,HARRIS,272,7.4384,ORB,1.50654,BF,KNN,136,1.09658,34.3548,18,13.6036
8,HARRIS,193,4.60997,ORB,1.46,BF,KNN,123,0.907949,17.4767,15,17.6204
9,HARRIS,129,3.3907,ORB,1.35479,BF,KNN,86,0.532036,15.8894,8,nan
10,HARRIS,248,6.69754,ORB,1.43955,BF,KNN,74,0.58333,13.7297,5,nan
11,HARRIS,147,3.81582,ORB,1.32865,BF,KNN,105,0.699244,10.4914,10,11.2142
12,HARRIS,168,4.12865,ORB,1.3843,BF,KNN,89,0.504491,10.2436,8,11.1055
13,HARRIS,181,4.43185,ORB,1.47351,BF,KNN,89,0.610796,9.22441,10,13.4095
14,HARRIS,144,3.76679,ORB,1.26947,BF,KNN,93,0.519074,11.1422,8,5.85828
15,HARRIS,243,7.27216,ORB,1.66648,BF,KNN,79,0.654601,8.00343,7,-inf
16,HARRIS,213,5.7534,ORB,1.44425,BF,KNN,115,0.882831,8.70371,13,6.52962
17,HARRIS,126,3.52198,ORB,1.28233,BF,KNN,85,0.556855,10.45,6,12.5848
18,HARRIS,158,3.60163,ORB,1.394,BF,KNN,79,0.389565,8.311,5,-inf
0,HARRIS,115,3.15273,FREAK,39.8677
1,HARRIS,209,5.22072,FREAK,40.5702,BF,KNN,55,0.817525,12.7629,6,9.74953
2,HARRIS,114,3.4865,FREAK,40.5665,BF,KNN,67,0.882187,12.4603,7,10.586
3,HARRIS,178,4.4088,FREAK,40.0415,BF,KNN,52,0.693286,16.6022,2,nan
4,HARRIS,250,6.2077,FREAK,42.3957,BF,KNN,64,1.29767,12.4855,6,12.629
5,HARRIS,241,6.57012,FREAK,41.5674,BF,KNN,90,1.75772,12.1873,9,44.9166
6,HARRIS,259,6.77863,FREAK,41.184,BF,KNN,87,1.79526,7.73469,5,14.1981
7,HARRIS,272,7.60885,FREAK,41.3393,BF,KNN,101,2.02099,34.3548,9,12.2
8,HARRIS,193,4.87178,FREAK,41.1258,BF,KNN,81,1.58346,17.4767,11,12.3725
9,HARRIS,129,3.41401,FREAK,41.4575,BF,KNN,62,0.797008,15.8894,6,nan
10,HARRIS,248,6.96903,FREAK,42.2061,BF,KNN,50,0.99125,13.7297,6,10.2931
11,HARRIS,147,3.71409,FREAK,41.5285,BF,KNN,77,1.20191,10.4914,7,23.627
12,HARRIS,168,4.40057,FREAK,40.7368,BF,KNN,64,0.857705,10.2436,7,11.1055
13,HARRIS,181,4.5823,FREAK,40.3836,BF,KNN,66,0.954875,9.22441,7,nan
14,HARRIS,144,3.84034,FREAK,41.3364,BF,KNN,68,0.847482,11.1422,5,nan
15,HARRIS,243,7.37058,FREAK,41.1924,BF,KNN,59,1.0743,8.00343,6,-25.2781
16,HARRIS,213,5.4726,FREAK,40.5586,BF,KNN,83,1.54821,8.70371,11,6.71705
17,HARRIS,126,3.47795,FREAK,41.4792,BF,KNN,57,0.85439,10.45,5,11.1009
18,HARRIS,158,3.83875,FREAK,40.9983,BF,KNN,54,0.637189,8.311,4,-inf
0,HARRIS,115,3.12449,SIFT,17.6374
1,HARRIS,209,5.33545,SIFT,20.1448,BF,KNN,98,0.526227,12.7629,9,10.9082
2,HARRIS,114,3.18046,SIFT,17.1685,BF,KNN,120,0.53819,12.4603,10,63.8475
3,HARRIS,178,4.28035,SIFT,19.2933,BF,KNN,104,0.444721,16.6022,11,-161.705
4,HARRIS,250,6.30727,SIFT,22.3399,BF,KNN,147,0.954678
5,HARRIS,241,6.70418,SIFT,22.3198,BF,KNN,200,1.31209,12.1873,19,13.3698
6,HARRIS,259,6.74105,SIFT,21.3243,BF,KNN,196,1.30183
7,HARRIS,272,8.37594,SIFT,22.9456,BF,KNN,202,1.45653,34.3548,19,13.497
8,HARRIS,193,4.77943,SIFT,19.307,BF,KNN,192,1.14855,17.4767,16,17.6204
9,HARRIS,129,3.40123,SIFT,17.3133,BF,KNN,123,0.612342,15.8894,11,3.30058
10,HARRIS,248,6.70934,SIFT,21.2631,BF,KNN,117,0.684718,13.7297,10,-13.4405
11,HARRIS,147,3.89765,SIFT,17.9936,BF,KNN,148,0.784535,10.4914,13,11.7414
12,HARRIS,168,4.10487,SIFT,18.9942,BF,KNN,120,0.534382,10.2436,12,11.6948
13,HARRIS,181,4.39726,SIFT,19.6481,BF,KNN,137,0.647496,9.22441,12,568.322
14,HARRIS,144,3.73767,SIFT,17.9236,BF,KNN,138,0.568026,11.1422,11,5.66097
15,HARRIS,243,6.74056,SIFT,20.8918,BF,KNN,127,0.78977,8.00343,11,-13.6263
16,HARRIS,213,5.33152,SIFT,20.0352,BF,KNN,188,1.07065,8.70371,19,6.71705
17,HARRIS,126,3.43121,SIFT,17.5325,BF,KNN,127,0.628691,10.45,10,12.5848
18,HARRIS,158,3.82809,SIFT,19.4749,BF,KNN,112,0.439725,8.311,6,-inf
0,FAST,5275,2.44361,BRISK,51.7252
1,FAST,5291,2.30498,BRISK,52.1739,BF,KNN,1596,740.284,12.7629,107,12.886
2,FAST,5202,2.32627,BRISK,49.9774,BF,KNN,1564,710.775,12.4603,110,12.1206
3,FAST,5090,2.43325,BRISK,50.0804,BF,KNN,1563,684.208,16.6022,116,13.3361
4,FAST,5118,2.39759,BRISK,49.2684,BF,KNN,1467,673.045,12.4855,118,12.602
5,FAST,5180,2.38641,BRISK,49.5299,BF,KNN,1589,675.198,12.1873,99,13.0881
6,FAST,5192,2.37096,BRISK,50.7001,BF,KNN,1505,678.591,7.73469,112,13.3538
7,FAST,5177,2.43806,BRISK,49.5599,BF,KNN,1393,676.349,34.3548,129,13.3261
8,FAST,5176,2.43132,BRISK,51.3338,BF,KNN,1514,681.561,17.4767,109,11.9215
9,FAST,5225,2.37103,BRISK,50.3828,BF,KNN,1446,689.691,15.8894,128,12.6032
10,FAST,5331,2.63006,BRISK,52.6355,BF,KNN,1424,724.77,13.7297,138,13.0553
11,FAST,5351,2.319,BRISK,51.2398,BF,KNN,1516,729.676,10.4914,119,11.4696
12,FAST,5244,2.38835,BRISK,50.8322,BF,KNN,1499,721.104,10.2436,148,12.6115
13,FAST,5231,2.4858,BRISK,51.699,BF,KNN,1475,754.648,9.22441,150,11.8426
14,FAST,5286,2.38578,BRISK,51.4789,BF,KNN,1530,716.335,11.1422,157,11.6295
15,FAST,5464,2.45922,BRISK,52.7296,BF,KNN,1658,746.009,8.00343,141,11.0468
16,FAST,5464,2.54002,BRISK,53.346,BF,KNN,1741,775.796,8.70371,140,11.7153
17,FAST,5563,2.48249,BRISK,55.2348,BF,KNN,1834,780.177,10.45,128,10.6011
18,FAST,5497,2.63997,BRISK,53.6833,BF,KNN,1749,789.709,8.311,121,11.3371
0,FAST,5275,2.3728,BRIEF,16.262
1,FAST,5291,2.30797,BRIEF,15.8353,BF,KNN,2139,326.481,12.7629,144,11.4126
2,FAST,5202,2.30721,BRIEF,16.5859,BF,KNN,2122,320.673,12.4603,160,12.8595
3,FAST,5090,2.32756,BRIEF,15.8229,BF,KNN,2128,311.758,16.6022,158,13.0226
4,FAST,5118,2.35961,BRIEF,15.2503,BF,KNN,2070,327.72,12.4855,152,12.7619
5,FAST,5180,2.40034,BRIEF,15.3166,BF,KNN,2150,306.222,12.1873,140,13.3459
6,FAST,5192,2.43522,BRIEF,15.1351,BF,KNN,2060,307.927,7.73469,143,13.3206
7,FAST,5177,2.43612,BRIEF,16.9459,BF,KNN,2010,307.468,34.3548,150,13.2219
8,FAST,5176,2.4739,BRIEF,15.3091,BF,KNN,2032,302.065,17.4767,152,12.7815
9,FAST,5225,2.43537,BRIEF,16.0798,BF,KNN,2030,306.468,15.8894,156,13.4473
10,FAST,5331,2.39657,BRIEF,16.0679,BF,KNN,2016,317.546,13.7297,162,12.9
11,FAST,5351,2.52892,BRIEF,17.0797,BF,KNN,2104,327.201,10.4914,161,12.2451
12,FAST,5244,2.50276,BRIEF,16.1236,BF,KNN,2161,322.751,10.2436,177,11.9536
13,FAST,5231,2.63258,BRIEF,15.8005,BF,KNN,2102,311.801,9.22441,195,11.3176
14,FAST,5286,2.41353,BRIEF,15.783,BF,KNN,2211,311.928,11.1422,179,10.3028
15,FAST,5464,2.31736,BRIEF,15.7853,BF,KNN,2222,324.293,8.00343,187,11.5459
16,FAST,5464,2.39849,BRIEF,15.9912,BF,KNN,2278,336.29,8.70371,174,10.4194
17,FAST,5563,2.44609,BRIEF,16.5775,BF,KNN,2314,339.976,10.45,146,9.0526
18,FAST,5497,2.50303,BRIEF,16.0213,BF,KNN,2372,342.553,8.311,164,11.414
0,FAST,5275,2.35407,ORB,8.25502
1,FAST,5291,2.38351,ORB,8.41604,BF,KNN,1792,315.374,12.7629,116,11.9559
2,FAST,5202,2.25606,ORB,8.0674,BF,KNN,1794,312.186,12.4603,121,12.1902
3,FAST,5090,2.28461,ORB,8.11791,BF,KNN,1777,304.14,16.6022,126,15.8808
4,FAST,5118,2.64615,ORB,8.27727,BF,KNN,1724,301.074,12.4855,142,11.8032
5,FAST,5180,2.30342,ORB,8.94417,BF,KNN,1792,299.701,12.1873,123,13.9505
6,FAST,5192,2.36129,ORB,8.23915,BF,KNN,1806,299.649,7.73469,132,12.7674
7,FAST,5177,2.4237,ORB,8.80839,BF,KNN,1668,295.094,34.3548,140,12.17
8,FAST,5176,2.35901,ORB,8.49091,BF,KNN,1796,296.764,17.4767,149,12.2683
9,FAST,5225,2.42136,ORB,8.74964,BF,KNN,1745,297.274,15.8894,153,12.5101
10,FAST,5331,2.48134,ORB,8.13827,BF,KNN,1735,306.914,13.7297,155,13.0553
11,FAST,5351,2.47697,ORB,8.76227,BF,KNN,1782,313.969,10.4914,143,11.8396
12,FAST,5244,2.54495,ORB,8.63135,BF,KNN,1828,308.223,10.2436,146,12.3317
13,FAST,5231,2.42702,ORB,8.02642,BF,KNN,1759,299.184,9.22441,172,11.7672
14,FAST,5286,2.4361,ORB,8.18087,BF,KNN,1815,300.337,11.1422,169,10.9512
15,FAST,5464,2.53907,ORB,8.98904,BF,KNN,1910,311.726,8.00343,156,11.1626
16,FAST,5464,2.32527,ORB,8.37024,BF,KNN,1986,321.994,8.70371,162,10.8724
17,FAST,5563,2.64033,ORB,8.39553,BF,KNN,1974,326.692,10.45,135,10.5924
18,FAST,5497,2.37248,ORB,8.38851,BF,KNN,1996,328.994,8.311,126,11.2246
0,FAST,5275,2.30116,FREAK,79.649
1,FAST,5291,2.40732,FREAK,79.3833,BF,KNN,1198,642.624,12.7629,67,11.8344
2,FAST,5202,2.27649,FREAK,79.7875,BF,KNN,1226,642.025,12.4603,86,13.1478
3,FAST,5090,2.3065,FREAK,76.1608,BF,KNN,1192,620.305,16.6022,77,12.1418
4,FAST,5118,2.39064,FREAK,78.6914,BF,KNN,1168,661.25,12.4855,89,13.1792
5,FAST,5180,2.38355,FREAK,76.8323,BF,KNN,1236,628.458,12.1873,64,12.2073
6,FAST,5192,2.29642,FREAK,80.5802,BF,KNN,1121,616.71,7.73469,79,11.8781
7,FAST,5177,2.7145,FREAK,81.7289,BF,KNN,1073,609.027,34.3548,93,13.0971
8,FAST,5176,2.30576,FREAK,79.4213,BF,KNN,1213,607.343,17.4767,82,12.7075
9,FAST,5225,2.4602,FREAK,76.8885,BF,KNN,1124,615.59,15.8894,105,13.2171
10,FAST,5331,2.44394,FREAK,78.7288,BF,KNN,1085,631.802,13.7297,105,13.5653
11,FAST,5351,2.40762,FREAK,77.0663,BF,KNN,1236,647.902,10.4914,105,12.1019
12,FAST,5244,2.39884,FREAK,80.728,BF,KNN,1204,639.832,10.2436,108,12.4316
13,FAST,5231,2.41288,FREAK,80.7084,BF,KNN,1149,623.519,9.22441,128,11.4559
14,FAST,5286,2.40939,FREAK,81.5885,BF,KNN,1174,625.83,11.1422,111,11.6347
15,FAST,5464,2.42683,FREAK,83.0073,BF,KNN,1257,650.786,8.00343,102,9.90101
16,FAST,5464,2.38021,FREAK,84.9332,BF,KNN,1315,670.688,8.70371,113,10.614
17,FAST,5563,2.36505,FREAK,80.2578,BF,KNN,1301,685.276,10.45,92,11.0927
18,FAST,5497,2.52075,FREAK,80.1054,BF,KNN,1334,687.267,8.311,76,10.9713
0,FAST,5275,2.33958,SIFT,235
1,FAST,5291,2.28711,SIFT,225.701,BF,KNN,3457,517.088,12.7629,201,12.2996
2,FAST,5202,2.36932,SIFT,218.619,BF,KNN,3422,473.33,12.4603,210,11.5094
3,FAST,5090,2.48013,SIFT,217.09,BF,KNN,3313,472.055,16.6022,212,14.7363
4,FAST,5118,2.3198,SIFT,218.017,BF,KNN,3308,457.718,12.4855,204,13.409
5,FAST,5180,2.4166,SIFT,218.361,BF,KNN,3376,473.59,12.1873,202,14.7398
6,FAST,5192,2.35645,SIFT,219.887,BF,KNN,3412,481.253,7.73469,207,12.9957
7,FAST,5177,2.31416,SIFT,218.135,BF,KNN,3330,479.474,34.3548,219,13.0345
8,FAST,5176,2.36187,SIFT,220.145,BF,KNN,3343,475.126,17.4767,208,12.9378
9,FAST,5225,2.29728,SIFT,219.893,BF,KNN,3357,477.759,15.8894,217,12.4884
10,FAST,5331,2.44993,SIFT,222.737,BF,KNN,3394,495.077,13.7297,227,13.7804
